label,机器名,业务IP,归属系统,归属微服务,系统级别,进程,规格,机房,网络区域,芯片架构,最高CPU利用率,最高内存利用率,CPU利用率(>20%)时间占比,CPU利用率(>30%)时间占比,创建/变更时间
5-降内存,hfa-chat-image-kzx-0001,10.1.3.93,CHAT,image,B,image,4C16G,hfa,AG,C86,0.14,0.54,0,0,2020/12/2
6-降CPU内存,hfa-chat-image-kzx-0002,10.1.3.219,CHAT,image,B,image,4C16G,hfa,AG,C86,0.19,0.16,0,0,2020/10/18
1-升CPU,bja-chat-log-kzx-0001,10.2.4.59,CHAT,log,B,log,4C16G,bja,SCYW,x86,0.83,0.33,0.75,0.44,2020/7/7
1-升CPU,bja-chat-log-kzx-0002,10.2.4.78,CHAT,log,B,log,4C16G,bja,SCYW,x86,0.85,0.53,0.45,0.27,2020/9/4
1-升CPU,bja-chat-log-kzx-0003,10.2.4.217,CHAT,log,B,log,4C16G,bja,SCYW,x86,0.64,0.4,0.41,0.28,2020/12/5
1-升CPU,bja-chat-log-kzx-0004,10.2.4.8,CHAT,log,B,log,4C16G,bja,SCYW,x86,0.61,0.36,0.6,0.49,2020/9/9
6-降CPU内存,bjb-chat-log-kzx-0001,10.2.5.179,CHAT,log,B,log,4C16G,bjb,SCYW,ARM,0.21,0.16,0.09,0,2020/12/25
6-降CPU内存,bjb-chat-log-kzx-0002,10.2.5.54,CHAT,log,B,log,4C16G,bjb,SCYW,ARM,0.49,0.48,0.03,0.01,2020/12/8
6-降CPU内存,bjb-chat-log-kzx-0003,10.2.5.212,CHAT,log,B,log,4C16G,bjb,SCYW,ARM,0.42,0.29,0.11,0.07,2020/4/10
6-降CPU内存,bjb-chat-log-kzx-0004,10.2.5.96,CHAT,log,B,log,4C16G,bjb,SCYW,ARM,0.19,0.46,0,0,2020/4/14
6-降CPU内存,hfa-chat-log-kzx-0001,10.2.3.11,CHAT,log,B,log,4C16G,hfa,SCYW,C86,0.24,0.2,0.31,0,2020/8/26
6-降CPU内存,hfa-chat-log-kzx-0002,10.2.3.161,CHAT,log,B,log,4C16G,hfa,SCYW,C86,0.36,0.4,0.01,0,2020/12/28
1-升CPU,bja-chat-msg-kzx-0001,10.1.4.106,CHAT,msg,B,msg,4C8G,bja,AG,x86,0.7,0.6,0.42,0.4,2020/10/7
6-降CPU内存,bja-chat-msg-kzx-0002,10.1.4.158,CHAT,msg,B,msg,4C8G,bja,AG,x86,0.4,0.55,0.2,0.07,2020/7/28
5-降内存,bjb-chat-msg-kzx-0001,10.1.5.224,CHAT,msg,B,msg,4C8G,bjb,AG,x86,0.46,0.79,0.58,0.08,2020/10/15
6-降CPU内存,bjb-chat-msg-kzx-0002,10.1.5.117,CHAT,msg,B,msg,4C8G,bjb,AG,x86,0.22,0.26,0.51,0,2020/9/5
6-降CPU内存,hfa-chat-msg-kzx-0001,10.1.3.75,CHAT,msg,B,msg,4C8G,hfa,AG,x86,0.49,0.15,0.1,0.05,2020/2/17
1-升CPU,hfa-chat-msg-kzx-0002,10.1.3.220,CHAT,msg,B,msg,4C8G,hfa,AG,x86,0.77,0.75,0.23,0.2,2020/3/26
3-升CPU内存,bja-chat-robt-kzx-0001,10.6.4.196,CHAT,robt,B,robt,2C8G,bja,WEB,C86,0.84,0.98,0.58,0.25,2020/5/26
1-升CPU,bja-chat-robt-kzx-0002,10.6.4.77,CHAT,robt,B,robt,2C8G,bja,WEB,C86,0.44,0.78,0.15,0.09,2020/4/1
5-降内存,bjb-chat-robt-kzx-0001,10.6.5.92,CHAT,robt,B,robt,2C8G,bjb,WEB,C86,0.1,0.19,0,0,2020/8/25
5-降内存,bjb-chat-robt-kzx-0002,10.6.5.195,CHAT,robt,B,robt,2C8G,bjb,WEB,C86,0.19,0.29,0,0,2020/9/6
0-平,hfa-chat-robt-kzx-0001,10.6.3.39,CHAT,robt,B,robt,2C4G,hfa,WEB,C86,0.2,0.45,0.1,0,2020/6/8
0-平,hfa-chat-robt-kzx-0002,10.6.3.159,CHAT,robt,B,robt,2C4G,hfa,WEB,C86,0.22,0.4,0.27,0,2020/8/13
1-升CPU,bja-chat-txt-kzx-0001,10.6.4.107,CHAT,txt,B,txt,16C64G,bja,WEB,ARM,1,0.87,0.73,0.63,2020/12/15
5-降内存,bja-chat-txt-kzx-0002,10.6.4.249,CHAT,txt,B,txt,16C64G,bja,WEB,ARM,0.11,0.53,0,0,2020/5/20
4-降CPU,bjb-chat-txt-kzx-0001,10.6.5.245,CHAT,txt,B,txt,16C64G,bjb,WEB,x86,0.11,0.7,0,0,2020/3/28
6-降CPU内存,bjb-chat-txt-kzx-0002,10.6.5.183,CHAT,txt,B,txt,16C64G,bjb,WEB,x86,0.89,0.31,0.09,0.04,2020/7/27
6-降CPU内存,hfa-chat-txt-kzx-0001,10.6.3.198,CHAT,txt,B,txt,4C8G,hfa,WEB,ARM,0.35,0.1,0.06,0.03,2020/10/20
6-降CPU内存,hfa-chat-txt-kzx-0002,10.6.3.116,CHAT,txt,B,txt,4C8G,hfa,WEB,ARM,0.4,0.47,0.22,0.06,2020/4/16
3-升CPU内存,bja-chat-voice-kzx-0001,10.2.4.184,CHAT,voice,B,voice,4C8G,bja,SCYW,x86,0.84,1,0.67,0.3,2020/4/24
3-升CPU内存,bja-chat-voice-kzx-0002,10.2.4.205,CHAT,voice,B,voice,4C8G,bja,SCYW,x86,0.28,0.6,0.58,0,2020/2/11
6-降CPU内存,bjb-chat-voice-kzx-0001,10.2.5.202,CHAT,voice,B,voice,4C8G,bjb,SCYW,x86,0.36,0.35,0.04,0.02,2020/6/24
6-降CPU内存,bjb-chat-voice-kzx-0002,10.2.5.248,CHAT,voice,B,voice,4C8G,bjb,SCYW,x86,0.12,0.13,0,0,2020/11/4
1-升CPU,hfa-chat-voice-kzx-0001,10.2.3.53,CHAT,voice,B,voice,2C8G,hfa,SCYW,C86,0.28,0.76,0.26,0,2020/5/16
5-降内存,hfa-chat-voice-kzx-0002,10.2.3.71,CHAT,voice,B,voice,2C8G,hfa,SCYW,C86,0.27,0.18,0.36,0,2020/2/13
1-升CPU,bja-chat-web-kzx-0001,10.2.4.135,CHAT,web,B,web,2C4G,bja,SCYW,ARM,0.8,0.6,0.22,0.05,2020/1/20
0-平,bja-chat-web-kzx-0002,10.2.4.170,CHAT,web,B,web,2C4G,bja,SCYW,ARM,0.47,0.36,0.5,0.29,2020/3/15
1-升CPU,bja-chat-web-kzx-0003,10.2.4.110,CHAT,web,B,web,2C4G,bja,SCYW,ARM,0.75,0.55,0.34,0.13,2020/6/9
0-平,bja-chat-web-kzx-0004,10.2.4.82,CHAT,web,B,web,2C4G,bja,SCYW,ARM,0.33,0.13,0.58,0.41,2020/12/25
0-平,bjb-chat-web-kzx-0001,10.2.5.26,CHAT,web,B,web,2C4G,bjb,SCYW,C86,0.45,0.1,0.01,0,2020/3/19
0-平,bjb-chat-web-kzx-0002,10.2.5.96,CHAT,web,B,web,2C4G,bjb,SCYW,C86,0.18,0.12,0,0,2020/1/7
1-升CPU,bjb-chat-web-kzx-0003,10.2.5.42,CHAT,web,B,web,2C4G,bjb,SCYW,C86,0.84,0.35,0.01,0,2020/1/25
0-平,bjb-chat-web-kzx-0004,10.2.5.70,CHAT,web,B,web,2C4G,bjb,SCYW,C86,0.37,0.14,0.15,0.03,2020/1/1
0-平,hfa-chat-web-kzx-0001,10.2.3.80,CHAT,web,B,web,2C4G,hfa,SCYW,ARM,0.14,0.34,0,0,2020/3/12
0-平,hfa-chat-web-kzx-0002,10.2.3.236,CHAT,web,B,web,2C4G,hfa,SCYW,ARM,0.17,0.55,0,0,2020/4/9
1-升CPU,bja-chgm-MGR-kzx-0001,10.7.4.21,CHGM,MGR,C,MGR,16C64G,bja,HXYW,x86,0.95,0.77,0.69,0.52,2020/2/1
0-平,bja-chgm-MGR-kzx-0002,10.7.4.60,CHGM,MGR,C,MGR,16C64G,bja,HXYW,x86,0.89,0.68,0.34,0.12,2020/11/7
1-升CPU,bjb-chgm-MGR-kzx-0001,10.7.5.14,CHGM,MGR,C,MGR,16C64G,bjb,HXYW,x86,0.97,0.17,0.23,0.12,2020/7/28
6-降CPU内存,bjb-chgm-MGR-kzx-0002,10.7.5.90,CHGM,MGR,C,MGR,16C64G,bjb,HXYW,x86,0.48,0.22,0.05,0.02,2020/4/28
1-升CPU,bja-chgm-ha-kzx-0001,10.1.4.68,CHGM,ha,C,ha,16C64G,bja,AG,C86,0.83,0.76,0.69,0.6,2020/7/25
1-升CPU,bja-chgm-ha-kzx-0002,10.1.4.145,CHGM,ha,C,ha,16C64G,bja,AG,C86,0.87,0.79,0.7,0.57,2020/10/27
5-降内存,bjb-chgm-ha-kzx-0001,10.1.5.41,CHGM,ha,C,ha,16C64G,bjb,AG,C86,0.35,0.61,0.21,0.17,2020/1/1
0-平,bjb-chgm-ha-kzx-0002,10.1.5.102,CHGM,ha,C,ha,16C64G,bjb,AG,C86,0.99,0.5,0.4,0.07,2020/11/12
3-升CPU内存,bja-chgm-service-kzx-0001,10.8.4.248,CHGM,service,C,service,4C8G,bja,OA,x86,1,0.93,0.56,0.05,2020/9/9
6-降CPU内存,bja-chgm-service-kzx-0002,10.8.4.152,CHGM,service,C,service,4C8G,bja,OA,x86,0.32,0.54,0.63,0.25,2020/4/8
3-升CPU内存,bjb-chgm-service-kzx-0001,10.8.5.122,CHGM,service,C,service,4C8G,bjb,OA,C86,0.7,0.94,0.32,0.21,2020/1/9
1-升CPU,bjb-chgm-service-kzx-0002,10.8.5.215,CHGM,service,C,service,4C8G,bjb,OA,C86,0.94,0.55,0.43,0.06,2020/1/19
1-升CPU,bja-chgm-web-kzx-0001,10.2.4.162,CHGM,web,C,web,16C32G,bja,SCYW,ARM,0.78,0.61,0.45,0.36,2020/1/26
6-降CPU内存,bja-chgm-web-kzx-0002,10.2.4.221,CHGM,web,C,web,16C32G,bja,SCYW,ARM,0.18,0.46,0,0,2020/10/19
6-降CPU内存,bjb-chgm-web-kzx-0001,10.2.5.32,CHGM,web,C,web,16C32G,bjb,SCYW,x86,0.35,0.45,0.6,0.18,2020/6/17
6-降CPU内存,bjb-chgm-web-kzx-0002,10.2.5.1,CHGM,web,C,web,16C32G,bjb,SCYW,x86,0.13,0.11,0,0,2020/10/25
0-平,bja-cmdb-ES-kzx-0001,10.7.4.120,CMDB,ES,C,ES,32C64G,bja,HXYW,ARM,0.74,0.53,0.61,0.52,2020/4/26
0-平,bja-cmdb-ES-kzx-0002,10.7.4.65,CMDB,ES,C,ES,32C64G,bja,HXYW,ARM,0.62,0.32,0.27,0.18,2020/5/27
6-降CPU内存,bja-cmdb-ES-kzx-0003,10.7.4.80,CMDB,ES,C,ES,32C64G,bja,HXYW,ARM,0.47,0.33,0.53,0.15,2020/8/19
6-降CPU内存,bjb-cmdb-ES-kzx-0001,10.7.5.18,CMDB,ES,C,ES,32C64G,bjb,HXYW,ARM,0.43,0.17,0.24,0.1,2020/2/24
6-降CPU内存,bjb-cmdb-ES-kzx-0002,10.7.5.109,CMDB,ES,C,ES,32C64G,bjb,HXYW,ARM,0.14,0.18,0,0,2020/11/5
6-降CPU内存,bjb-cmdb-ES-kzx-0003,10.7.5.125,CMDB,ES,C,ES,32C64G,bjb,HXYW,ARM,0.22,0.24,0.02,0,2020/3/1
6-降CPU内存,hfa-cmdb-ES-kzx-0001,10.7.3.54,CMDB,ES,C,ES,8C32G,hfa,HXYW,ARM,0.18,0.33,0,0,2020/8/15
1-升CPU,hfa-cmdb-ES-kzx-0002,10.7.3.161,CMDB,ES,C,ES,8C32G,hfa,HXYW,ARM,0.51,0.28,0.46,0.17,2020/5/11
6-降CPU内存,hfa-cmdb-ES-kzx-0003,10.7.3.40,CMDB,ES,C,ES,8C32G,hfa,HXYW,ARM,0.14,0.42,0,0,2020/5/12
3-升CPU内存,bja-cmdb-MGR-kzx-0001,10.2.4.213,CMDB,MGR,C,MGR,8C16G,bja,SCYW,ARM,0.78,0.95,0.55,0.41,2020/7/22
1-升CPU,bja-cmdb-MGR-kzx-0002,10.2.4.83,CMDB,MGR,C,MGR,8C16G,bja,SCYW,ARM,0.56,0.15,0.21,0.01,2020/8/27
4-降CPU,bjb-cmdb-MGR-kzx-0001,10.2.5.163,CMDB,MGR,C,MGR,8C16G,bjb,SCYW,ARM,0.27,1,0.13,0,2020/12/9
1-升CPU,bjb-cmdb-MGR-kzx-0002,10.2.5.160,CMDB,MGR,C,MGR,8C16G,bjb,SCYW,ARM,0.73,0.24,0.17,0.04,2020/9/4
2-升内存,hfa-cmdb-MGR-kzx-0001,10.2.3.179,CMDB,MGR,C,MGR,2C4G,hfa,SCYW,C86,0.25,0.75,0.07,0,2020/5/3
0-平,hfa-cmdb-MGR-kzx-0002,10.2.3.48,CMDB,MGR,C,MGR,2C4G,hfa,SCYW,C86,0.41,0.12,0.11,0.06,2020/2/27
3-升CPU内存,bja-cmdb-Nginx-kzx-0001,10.1.4.248,CMDB,Nginx,C,Nginx,4C8G,bja,AG,x86,0.71,0.82,0.74,0.56,2020/2/17
5-降内存,bja-cmdb-Nginx-kzx-0002,10.1.4.195,CMDB,Nginx,C,Nginx,4C8G,bja,AG,x86,0.31,0.54,0.39,0.16,2020/1/13
6-降CPU内存,bjb-cmdb-Nginx-kzx-0001,10.1.5.141,CMDB,Nginx,C,Nginx,4C8G,bjb,AG,ARM,0.16,0.27,0,0,2020/5/4
1-升CPU,bjb-cmdb-Nginx-kzx-0002,10.1.5.139,CMDB,Nginx,C,Nginx,4C8G,bjb,AG,ARM,0.89,0.33,0.01,0,2020/9/3
0-平,hfa-cmdb-Nginx-kzx-0001,10.1.3.137,CMDB,Nginx,C,Nginx,2C4G,hfa,AG,ARM,0.37,0.23,0.22,0.13,2020/10/9
0-平,hfa-cmdb-Nginx-kzx-0002,10.1.3.191,CMDB,Nginx,C,Nginx,2C4G,hfa,AG,ARM,0.26,0.15,0.1,0,2020/4/20
1-升CPU,bja-cmdb-adapter-kzx-0001,10.7.4.217,CMDB,adapter,C,adapter,8C32G,bja,HXYW,C86,1,0.38,0.57,0.25,2020/5/16
4-降CPU,bja-cmdb-adapter-kzx-0002,10.7.4.43,CMDB,adapter,C,adapter,8C32G,bja,HXYW,C86,0.16,0.8,0,0,2020/9/22
1-升CPU,bjb-cmdb-adapter-kzx-0001,10.7.5.195,CMDB,adapter,C,adapter,8C32G,bjb,HXYW,C86,0.51,0.37,0.14,0.09,2020/3/12
6-降CPU内存,bjb-cmdb-adapter-kzx-0002,10.7.5.121,CMDB,adapter,C,adapter,8C32G,bjb,HXYW,C86,0.36,0.11,0.12,0.03,2020/5/1
6-降CPU内存,hfa-cmdb-adapter-kzx-0001,10.7.3.222,CMDB,adapter,C,adapter,8C32G,hfa,HXYW,x86,0.15,0.25,0,0,2020/7/2
1-升CPU,hfa-cmdb-adapter-kzx-0002,10.7.3.180,CMDB,adapter,C,adapter,8C32G,hfa,HXYW,x86,0.5,0.23,0.14,0.04,2020/1/11
4-降CPU,bja-cmdb-app-kzx-0001,10.1.4.105,CMDB,app,C,app,8C32G,bja,AG,ARM,0.2,0.84,0.57,0,2020/1/21
6-降CPU内存,bja-cmdb-app-kzx-0002,10.1.4.61,CMDB,app,C,app,8C32G,bja,AG,ARM,0.34,0.18,0.14,0.02,2020/12/1
1-升CPU,bjb-cmdb-app-kzx-0001,10.1.5.214,CMDB,app,C,app,8C32G,bjb,AG,x86,0.94,0.43,0.14,0.04,2020/5/12
6-降CPU内存,bjb-cmdb-app-kzx-0002,10.1.5.26,CMDB,app,C,app,8C32G,bjb,AG,x86,0.12,0.44,0,0,2020/5/3
6-降CPU内存,hfa-cmdb-app-kzx-0001,10.1.3.243,CMDB,app,C,app,4C16G,hfa,AG,x86,0.33,0.2,0.03,0.01,2020/2/18
1-升CPU,hfa-cmdb-app-kzx-0002,10.1.3.139,CMDB,app,C,app,4C16G,hfa,AG,x86,1,0.26,0.67,0.37,2020/7/6
4-降CPU,bja-cmdb-backup-kzx-0001,10.7.4.230,CMDB,backup,C,backup,4C16G,bja,HXYW,C86,0.24,0.86,0.55,0,2020/4/25
1-升CPU,bja-cmdb-backup-kzx-0002,10.7.4.4,CMDB,backup,C,backup,4C16G,bja,HXYW,C86,0.76,0.5,0.24,0.18,2020/7/13
1-升CPU,bjb-cmdb-backup-kzx-0001,10.7.5.177,CMDB,backup,C,backup,4C16G,bjb,HXYW,C86,0.86,0.22,0.16,0.1,2020/7/25
5-降内存,bjb-cmdb-backup-kzx-0002,10.7.5.69,CMDB,backup,C,backup,4C16G,bjb,HXYW,C86,0.12,0.63,0,0,2020/10/10
5-降内存,hfa-cmdb-backup-kzx-0001,10.7.3.242,CMDB,backup,C,backup,2C8G,hfa,HXYW,ARM,0.26,0.29,0.18,0,2020/3/3
5-降内存,hfa-cmdb-backup-kzx-0002,10.7.3.195,CMDB,backup,C,backup,2C8G,hfa,HXYW,ARM,0.31,0.38,0.06,0.03,2020/2/19
1-升CPU,bja-cmdb-compute-kzx-0001,10.3.4.105,CMDB,compute,C,compute,2C4G,bja,KFCS,C86,0.98,0.59,0.56,0.14,2020/1/4
0-平,bja-cmdb-compute-kzx-0002,10.3.4.97,CMDB,compute,C,compute,2C4G,bja,KFCS,C86,0.17,0.22,0,0,2020/8/28
1-升CPU,bjb-cmdb-compute-kzx-0001,10.3.5.93,CMDB,compute,C,compute,2C4G,bjb,KFCS,ARM,0.57,0.28,0.3,0.02,2020/3/5
0-平,bjb-cmdb-compute-kzx-0002,10.3.5.46,CMDB,compute,C,compute,2C4G,bjb,KFCS,ARM,0.31,0.2,0.13,0.1,2020/8/6
0-平,hfa-cmdb-compute-kzx-0001,10.3.3.152,CMDB,compute,C,compute,2C4G,hfa,KFCS,x86,0.27,1,0.03,0,2020/2/8
0-平,hfa-cmdb-compute-kzx-0002,10.3.3.208,CMDB,compute,C,compute,2C4G,hfa,KFCS,x86,0.33,0.21,0.63,0.1,2020/7/22
1-升CPU,bja-cmdb-ha-kzx-0001,10.1.4.86,CMDB,ha,C,ha,8C16G,bja,AG,C86,0.87,0.75,0.78,0.69,2020/4/15
5-降内存,bja-cmdb-ha-kzx-0002,10.1.4.42,CMDB,ha,C,ha,8C16G,bja,AG,C86,0.12,0.69,0,0,2020/10/12
5-降内存,bjb-cmdb-ha-kzx-0001,10.1.5.36,CMDB,ha,C,ha,8C16G,bjb,AG,ARM,0.12,0.53,0,0,2020/4/14
6-降CPU内存,bjb-cmdb-ha-kzx-0002,10.1.5.97,CMDB,ha,C,ha,8C16G,bjb,AG,ARM,0.18,0.24,0,0,2020/10/11
1-升CPU,hfa-cmdb-ha-kzx-0001,10.1.3.221,CMDB,ha,C,ha,4C8G,hfa,AG,ARM,0.61,0.15,0.17,0.09,2020/11/21
5-降内存,hfa-cmdb-ha-kzx-0002,10.1.3.91,CMDB,ha,C,ha,4C8G,hfa,AG,ARM,0.19,0.65,0,0,2020/9/9
1-升CPU,bja-cmdb-net-kzx-0001,10.1.4.102,CMDB,net,C,net,2C4G,bja,AG,C86,1,0.56,0.59,0.45,2020/9/19
0-平,bja-cmdb-net-kzx-0002,10.1.4.20,CMDB,net,C,net,2C4G,bja,AG,C86,0.21,0.37,0.3,0,2020/9/1
0-平,bjb-cmdb-net-kzx-0001,10.1.5.76,CMDB,net,C,net,2C4G,bjb,AG,C86,0.42,0.71,0.35,0.26,2020/8/20
1-升CPU,bjb-cmdb-net-kzx-0002,10.1.5.12,CMDB,net,C,net,2C4G,bjb,AG,C86,0.87,0.39,0.34,0.06,2020/1/6
0-平,hfa-cmdb-net-kzx-0001,10.1.3.122,CMDB,net,C,net,2C4G,hfa,AG,ARM,0.14,0.39,0,0,2020/4/14
0-平,hfa-cmdb-net-kzx-0002,10.1.3.191,CMDB,net,C,net,2C4G,hfa,AG,ARM,0.26,0.6,0.31,0,2020/10/8
0-平,bja-cmdb-security-kzx-0001,10.1.4.111,CMDB,security,C,security,16C64G,bja,AG,ARM,0.89,0.82,0.57,0.46,2020/3/4
6-降CPU内存,bja-cmdb-security-kzx-0002,10.1.4.146,CMDB,security,C,security,16C64G,bja,AG,ARM,0.18,0.1,0,0,2020/2/3
0-平,bjb-cmdb-security-kzx-0001,10.1.5.101,CMDB,security,C,security,16C64G,bjb,AG,ARM,1,0.13,0.43,0.3,2020/4/4
6-降CPU内存,bjb-cmdb-security-kzx-0002,10.1.5.127,CMDB,security,C,security,16C64G,bjb,AG,ARM,0.11,0.34,0,0,2020/3/20
3-升CPU内存,hfa-cmdb-security-kzx-0001,10.1.3.46,CMDB,security,C,security,8C32G,hfa,AG,x86,0.92,0.82,0.62,0.18,2020/10/3
6-降CPU内存,hfa-cmdb-security-kzx-0002,10.1.3.118,CMDB,security,C,security,8C32G,hfa,AG,x86,0.25,0.21,0.19,0,2020/4/9
0-平,bja-cmdb-story-kzx-0001,10.8.4.159,CMDB,story,C,story,32C64G,bja,OA,x86,0.65,0.83,0.62,0.36,2020/3/18
6-降CPU内存,bja-cmdb-story-kzx-0002,10.8.4.219,CMDB,story,C,story,32C64G,bja,OA,x86,0.22,0.49,0.07,0,2020/10/25
0-平,bjb-cmdb-story-kzx-0001,10.8.5.47,CMDB,story,C,story,32C64G,bjb,OA,x86,1,0.46,0.16,0.01,2020/4/10
6-降CPU内存,bjb-cmdb-story-kzx-0002,10.8.5.83,CMDB,story,C,story,32C64G,bjb,OA,x86,0.41,0.37,0.08,0.04,2020/3/23
0-平,hfa-cmdb-story-kzx-0001,10.8.3.92,CMDB,story,C,story,2C4G,hfa,OA,x86,0.38,0.19,0.33,0.05,2020/10/5
0-平,hfa-cmdb-story-kzx-0002,10.8.3.85,CMDB,story,C,story,2C4G,hfa,OA,x86,0.24,0.37,0.19,0,2020/3/25
3-升CPU内存,bja-cmdb-web-kzx-0001,10.8.4.28,CMDB,web,C,web,2C8G,bja,OA,ARM,0.71,0.83,0.63,0.1,2020/8/11
5-降内存,bja-cmdb-web-kzx-0002,10.8.4.71,CMDB,web,C,web,2C8G,bja,OA,ARM,0.25,0.43,0.13,0,2020/2/7
1-升CPU,bjb-cmdb-web-kzx-0001,10.8.5.239,CMDB,web,C,web,2C8G,bjb,OA,C86,0.89,0.13,0.26,0.07,2020/5/1
2-升内存,bjb-cmdb-web-kzx-0002,10.8.5.94,CMDB,web,C,web,2C8G,bjb,OA,C86,0.28,0.57,0.18,0,2020/9/22
1-升CPU,hfa-cmdb-web-kzx-0001,10.8.3.128,CMDB,web,C,web,2C4G,hfa,OA,C86,0.25,0.87,0.06,0,2020/10/11
0-平,hfa-cmdb-web-kzx-0002,10.8.3.62,CMDB,web,C,web,2C4G,hfa,OA,C86,0.19,0.19,0,0,2020/5/21
0-平,hfa-dcos-Kafka-kzx-0001,10.8.3.87,DCOS,Kafka,B,Kafka,2C4G,hfa,OA,C86,0.12,0.45,0,0,2020/2/3
0-平,hfa-dcos-Kafka-kzx-0002,10.8.3.44,DCOS,Kafka,B,Kafka,2C4G,hfa,OA,C86,0.3,0.14,0.2,0.03,2020/1/2
0-平,hfa-dcos-Kafka-kzx-0003,10.8.3.219,DCOS,Kafka,B,Kafka,2C4G,hfa,OA,C86,0.1,0.64,0,0,2020/9/20
3-升CPU内存,sza-dcos-Kafka-kzx-0001,10.8.1.120,DCOS,Kafka,B,Kafka,2C8G,sza,OA,ARM,0.81,0.87,0.41,0.34,2020/9/25
1-升CPU,sza-dcos-Kafka-kzx-0002,10.8.1.223,DCOS,Kafka,B,Kafka,2C8G,sza,OA,ARM,0.62,0.39,0.48,0.14,2020/5/12
5-降内存,sza-dcos-Kafka-kzx-0003,10.8.1.133,DCOS,Kafka,B,Kafka,2C8G,sza,OA,ARM,0.11,0.21,0,0,2020/12/9
0-平,szb-dcos-Kafka-kzx-0001,10.8.2.153,DCOS,Kafka,B,Kafka,2C8G,szb,OA,ARM,0.37,0.99,0.38,0.23,2020/7/4
5-降内存,szb-dcos-Kafka-kzx-0002,10.8.2.38,DCOS,Kafka,B,Kafka,2C8G,szb,OA,ARM,0.19,0.1,0,0,2020/11/25
5-降内存,szb-dcos-Kafka-kzx-0003,10.8.2.1,DCOS,Kafka,B,Kafka,2C8G,szb,OA,ARM,0.13,0.45,0,0,2020/6/19
6-降CPU内存,hfa-dcos-MGR-kzx-0001,10.8.3.30,DCOS,MGR,B,MGR,4C8G,hfa,OA,C86,0.12,0.35,0,0,2020/8/2
6-降CPU内存,hfa-dcos-MGR-kzx-0002,10.8.3.235,DCOS,MGR,B,MGR,4C8G,hfa,OA,C86,0.16,0.37,0,0,2020/4/17
5-降内存,sza-dcos-MGR-kzx-0001,10.8.1.136,DCOS,MGR,B,MGR,16C64G,sza,OA,C86,1,0.85,0.85,0.45,2020/3/26
6-降CPU内存,sza-dcos-MGR-kzx-0002,10.8.1.78,DCOS,MGR,B,MGR,16C64G,sza,OA,C86,0.58,0.48,0.15,0.01,2020/2/4
4-降CPU,szb-dcos-MGR-kzx-0001,10.8.2.140,DCOS,MGR,B,MGR,16C64G,szb,OA,x86,0.28,0.77,0.09,0,2020/5/22
6-降CPU内存,szb-dcos-MGR-kzx-0002,10.8.2.15,DCOS,MGR,B,MGR,16C64G,szb,OA,x86,0.29,0.21,0.07,0,2020/8/24
0-平,hfa-dcos-Nginx-kzx-0001,10.1.3.145,DCOS,Nginx,B,Nginx,2C4G,hfa,AG,x86,0.33,0.92,0.25,0.09,2020/8/17
0-平,hfa-dcos-Nginx-kzx-0002,10.1.3.251,DCOS,Nginx,B,Nginx,2C4G,hfa,AG,x86,0.23,0.25,0.19,0,2020/5/27
1-升CPU,sza-dcos-Nginx-kzx-0001,10.1.1.216,DCOS,Nginx,B,Nginx,8C16G,sza,AG,ARM,0.76,0.77,0.76,0.55,2020/11/11
1-升CPU,sza-dcos-Nginx-kzx-0002,10.1.1.1,DCOS,Nginx,B,Nginx,8C16G,sza,AG,ARM,0.53,0.28,0.66,0.01,2020/11/1
1-升CPU,szb-dcos-Nginx-kzx-0001,10.1.2.119,DCOS,Nginx,B,Nginx,8C16G,szb,AG,C86,0.59,0.16,0.05,0.02,2020/8/28
6-降CPU内存,szb-dcos-Nginx-kzx-0002,10.1.2.67,DCOS,Nginx,B,Nginx,8C16G,szb,AG,C86,0.42,0.42,0.01,0,2020/6/3
5-降内存,hfa-dcos-adapter-kzx-0001,10.8.3.24,DCOS,adapter,B,adapter,2C8G,hfa,OA,ARM,0.26,0.81,0.16,0,2020/9/15
1-升CPU,hfa-dcos-adapter-kzx-0002,10.8.3.224,DCOS,adapter,B,adapter,2C8G,hfa,OA,ARM,0.66,0.64,0.27,0.03,2020/7/19
3-升CPU内存,sza-dcos-adapter-kzx-0001,10.8.1.238,DCOS,adapter,B,adapter,8C16G,sza,OA,ARM,0.73,0.87,0.66,0.58,2020/1/1
2-升内存,sza-dcos-adapter-kzx-0002,10.8.1.223,DCOS,adapter,B,adapter,8C16G,sza,OA,ARM,0.38,0.57,0.3,0.14,2020/5/16
1-升CPU,szb-dcos-adapter-kzx-0001,10.8.2.203,DCOS,adapter,B,adapter,8C16G,szb,OA,x86,0.82,0.29,0.3,0.08,2020/3/28
6-降CPU内存,szb-dcos-adapter-kzx-0002,10.8.2.77,DCOS,adapter,B,adapter,8C16G,szb,OA,x86,0.36,0.2,0.2,0.08,2020/11/22
6-降CPU内存,hfa-dcos-backup-kzx-0001,10.8.3.146,DCOS,backup,B,backup,8C32G,hfa,OA,x86,0.21,0.22,0.29,0,2020/11/12
6-降CPU内存,hfa-dcos-backup-kzx-0002,10.8.3.64,DCOS,backup,B,backup,8C32G,hfa,OA,x86,0.4,0.16,0.15,0.08,2020/3/1
