业务IP,归属系统,归属微服务,系统级别,进程,规格,机房,网络区域,芯片架构,最高CPU利用率,最高内存利用率,CPU利用率(>20%)时间占比,CPU利用率(>30%)时间占比,group
[  1 230 198 171],7,[9],3,[9],6,1,3,1,1.1116958358627953,-0.8933464390472341,0.25925717356857975,-0.441070045161171,[34 48 15 64  0]
[  1 111 198   0],4,[76],3,[76],0,1,4,2,-1.25209406002947,-1.3460825645314538,-1.0726978961881521,-0.684425565999344,[34 39 98 64  1]
[  1   0 188 127],9,[76],3,[76],7,0,0,0,1.3298918262528503,2.0117103661431757,1.2778110504413744,2.3575184444778174,[33 55 98 64  0]
[  1 220 177 126],15,[40],2,[40],2,2,1,1,-0.7429700824526744,1.445790209287901,-0.680946405083231,-0.684425565999344,[56 75 54 64  1]
[  1 230   0  92],6,[67],2,[67],2,3,3,1,1.6935518102362757,1.3703341883738642,2.374715225535154,3.270101647620966,[92 46 86 64  0]
[  1 230 188 222],5,[76],3,[76],3,0,3,0,-0.8157020792493596,-0.138786229906868,-0.5634209577517546,-0.684425565999344,[33 41 98 64  1]
[1 0 0 0],17,[12],0,[12],3,3,0,2,1.0753298374644527,1.1062381151747362,0.8860595593364534,0.7148686788201504,[92 88 18 64  5]
[  1 177 177 175],1,[11],1,[11],2,2,2,0,-1.1429960648344424,-0.5537943449340693,-1.0726978961881521,-0.684425565999344,[56 27 17 64  1]
[ 1  0  0 55],6,[26],2,[26],1,3,0,0,-0.3429441000709065,-0.629250365848106,-0.36754521219929415,-0.0760367639039116,[92 46 35 64  1]
[  1   0 111  58],17,[12],0,[12],3,4,0,0,-1.25209406002947,-0.8178904181331975,-1.0726978961881521,-0.684425565999344,[93 88 18 64  2]
[  1 111   0  41],6,[58],2,[58],0,3,4,1,0.8934998454727398,1.5212462302019376,1.160285603109898,1.8099685225919284,[92 46 76 64  0]
[  1 177 111  51],1,[52],1,[52],2,4,2,1,-0.41567609686759166,1.3703341883738642,-0.328370063088802,-0.3802311649516278,[93 27 68 64  0]
[  1 111   0 190],17,[60],0,[60],5,3,4,0,-0.23384610487587898,0.3894059164913881,-0.5634209577517546,-0.5627478055802575,[92 88 79 64  1]
[  1 177 177 155],11,[40],3,[40],5,2,2,1,-0.9975320712410722,0.5403179583194615,0.45513291912104026,-0.684425565999344,[56 65 54 64  1]
[  1 111 188 168],8,[34],0,[34],4,0,4,0,-0.8884340760460446,1.4080621988308826,1.3953364977728508,-0.684425565999344,[33 50 47 64  0]
[  1 220 188  84],18,[78],3,[78],0,0,1,1,0.05708188231086139,2.0117103661431757,1.4736867959938351,2.4791962048969043,[ 33 100 100  64   0]
[  1 230 111  45],0,[5],1,[5],6,4,3,0,-0.7429700824526744,-0.7801624076761792,-0.7592967033042152,-0.684425565999344,[93 21 11 64  1]
[  1 177   0 196],15,[57],2,[57],5,3,2,2,-0.9248000744443873,0.9553260733466629,-0.17166946664683352,-0.684425565999344,[92 75 74 64  2]
[  1 209 188 211],16,[14],0,[14],6,0,5,1,0.23891187430257427,0.6912300001475349,-0.5242458086412625,-0.5019089253707143,[33 77 20 64  1]
[  1 209 177  19],3,[72],2,[72],6,2,5,0,-0.27021210327422135,0.012125811921205154,-0.21084461575732566,-0.3193922847420846,[56 38 94 64  1]
[  1   0 177 133],3,[44],2,[44],5,2,0,1,-1.0338980696394149,-1.1574425122463623,-1.0726978961881521,-0.684425565999344,[56 38 59 64  1]
[  1 230 177  47],15,[9],2,[9],8,2,3,0,1.2935258278545076,-1.1574425122463623,1.7087376906567875,1.9924851632205582,[56 75 15 64  3]
[  1 111 177 144],17,[61],0,[61],5,2,4,1,-1.2157280616311275,-0.7047063867621425,-1.0726978961881521,-0.684425565999344,[56 88 80 64  1]
[  1   0 111 214],2,[39],2,[39],0,4,0,2,-0.6702380856559894,-1.2328985331603988,-0.2500197648678178,-0.684425565999344,[93 36 53 64  5]
[  1 111   0 247],15,[21],2,[21],8,3,4,0,0.9662318422694249,0.3516779060343702,0.45513291912104026,0.22815763714380446,[92 75 28 64  1]
[  1 111 177 231],3,[76],2,[76],2,2,4,0,-1.2157280616311275,-0.4783383240200326,-1.0726978961881521,-0.684425565999344,[56 38 98 64  0]
[  1 111 198 125],13,[11],2,[11],3,1,4,1,0.23891187430257427,-1.2328985331603988,-0.36754521219929415,-0.5627478055802575,[34 71 17 64  0]
[  1 177   0  71],15,[57],2,[57],5,3,2,2,0.6753038550826848,0.6535019896905165,0.4943080682315324,0.9582241996583234,[92 75 74 64  1]
[  1 111 198  17],16,[40],0,[40],4,1,4,0,-1.0702640680377573,0.20076586420629686,-1.0726978961881521,-0.684425565999344,[34 77 54 64  0]
[  1 220   0 104],6,[50],2,[50],0,3,1,0,0.05708188231086139,-1.3460825645314538,-0.328370063088802,-0.441070045161171,[92 46 66 64  4]
[ 1  0  0 50],14,[20],3,[20],0,3,0,0,1.5844538150412482,0.9930540838036812,1.787087988877772,1.140740840286953,[92 72 27 64  1]
[  1 220 198 157],18,[40],3,[40],8,1,1,1,-1.2157280616311275,0.1630378537492785,-1.0726978961881521,-0.684425565999344,[ 34 100  54  64   0]
[  1 111   0  96],12,[51],2,[51],0,3,4,1,1.1844278326594804,1.860798324315102,2.0613140326512167,-0.2585534045325413,[92 67 67 64  0]
[  1   0 177   3],17,[40],0,[40],6,2,0,1,-0.8884340760460446,0.6912300001475349,1.7479128397672798,-0.684425565999344,[56 88 54 64  0]
[  1   0 177 243],5,[40],3,[40],6,2,0,0,-1.0338980696394149,0.6912300001475349,-1.0726978961881521,-0.684425565999344,[56 41 54 64  1]
[  1 230 177 134],6,[56],2,[56],2,2,3,0,-1.2157280616311275,0.8421420419756078,-1.0726978961881521,-0.684425565999344,[56 46 73 64  0]
[  1 111   0  84],2,[7],2,[7],1,3,4,2,0.49347386309097185,-0.4783383240200326,-0.9943475979671678,-0.6235866857898008,[92 36 13 64  2]
[  1 111 111  90],2,[7],2,[7],1,4,4,0,-0.779336080851017,1.445790209287901,-0.9159972997461836,-0.684425565999344,[93 36 13 64  1]
[  1 111 188   8],16,[12],0,[12],3,0,4,1,-0.7066040840543318,0.7666860210615716,-0.054144019315357186,-0.684425565999344,[33 77 18 64  4]
[  1 111   0 177],2,[2],2,[2],7,3,4,2,-1.3611920552244978,2.0117103661431757,-1.0726978961881521,-0.684425565999344,[92 36  8 64  1]
[  1 230 111 167],0,[34],1,[34],4,4,3,2,0.8571338470743972,0.1630378537492785,-0.2891949139783098,-0.1977145243229981,[93 21 47 64  1]
[  1 177 111 217],1,[11],1,[11],1,4,2,0,-0.9611660728427298,0.5780459687764798,-1.03352274707766,-0.684425565999344,[93 27 17 64  1]
[  1 111 177 140],8,[40],0,[40],6,2,4,1,-0.9611660728427298,-1.3083545540744355,-0.2500197648678178,-0.684425565999344,[56 50 54 64  1]
[  1 111 198  27],11,[42],3,[42],4,1,4,1,-1.1429960648344424,0.4648619374054248,-1.0726978961881521,-0.684425565999344,[34 65 57 64  4]
[  1   0 177 235],15,[7],2,[7],2,2,0,1,-1.3248260568261552,-1.2706265436174171,-1.0726978961881521,-0.684425565999344,[56 75 13 64  5]
[ 1  0  0 66],1,[5],1,[5],8,3,0,2,0.020715883912518822,-0.7424343972191608,0.33760747178956385,0.10647987672471808,[92 27 11 64  2]
[  1   0 177  68],13,[39],2,[39],3,2,0,0,-1.1066300664360997,1.823070313858084,-1.0726978961881521,-0.684425565999344,[56 71 53 64  0]
[  1   0 198  44],5,[11],3,[11],6,1,0,0,1.511721818244563,-0.516066334477051,-1.03352274707766,-0.684425565999344,[34 41 17 64  1]
[  1 111 188 183],11,[5],3,[5],1,0,4,2,1.5844538150412482,1.3703341883738642,1.434511646883343,-0.3193922847420846,[33 65 11 64  0]
[  1 111   0  45],6,[31],2,[31],1,3,4,1,1.6208198134395908,-0.7047063867621425,-0.2891949139783098,-0.441070045161171,[92 46 43 64  1]
[  1   0 111 162],17,[12],0,[12],3,4,0,0,-0.30657810167256394,0.4648619374054248,-0.17166946664683352,0.28899651735334775,[93 88 18 64  3]
[  1 111 177 166],6,[31],2,[31],6,2,4,0,0.45710786469262926,0.7666860210615716,-0.4458955104202783,-0.1977145243229981,[56 46 43 64  0]
[  1   0 111  21],14,[5],3,[5],6,4,0,1,-0.5975060888593043,1.4080621988308826,-0.9943475979671678,-0.6235866857898008,[93 72 11 64  1]
[  1 209 188 228],3,[63],2,[63],3,0,5,1,-0.12474810968085126,1.181694136088773,-0.48507065953077044,-0.1368756441134549,[33 38 82 64  1]
[  1 111 188  70],4,[76],3,[76],0,0,4,0,1.1116958358627953,0.5403179583194615,0.690183813783993,1.5057741215442122,[33 39 98 64  0]
[  1 230 177  97],0,[5],1,[5],6,2,3,1,0.7480358518793698,-0.06333020899283132,-0.8376470015251994,-0.5019089253707143,[56 21 11 64  0]
[  1 111 198 115],3,[74],2,[74],6,1,4,2,-0.41567609686759166,-0.4406103135630145,-0.9159972997461836,-0.5627478055802575,[34 38 96 64  0]
[  1 220 188 143],18,[40],3,[40],8,0,1,2,1.220793831057823,1.2571501570028096,2.2963649273141695,1.931646283011015,[ 33 100  54  64   0]
[  1 230 177 151],6,[9],2,[9],6,2,3,1,-1.1429960648344424,-0.3651542926489778,-1.0726978961881521,-0.684425565999344,[56 46 15 64  1]
[  1 111 198 102],16,[10],0,[10],6,1,4,0,1.9117478006263309,-1.3460825645314538,0.1417317262371033,0.47151315798197746,[34 77 16 64  0]
[  1 111 177 174],13,[11],2,[11],2,2,4,2,-0.37931009846924907,-0.8556184285902159,-0.8376470015251994,-0.5019089253707143,[56 71 17 64  0]
[  1 111 177 164],13,[9],2,[9],6,2,4,0,-0.30657810167256394,-1.2706265436174171,0.06338142801611903,0.5323520381915208,[56 71 15 64  0]
[  1 111 111  96],12,[51],2,[51],0,4,4,0,-0.5975060888593043,-0.40288230310599615,0.376782620900056,0.22815763714380446,[93 67 67 64  0]
[  1 177 198  73],9,[41],3,[41],2,1,2,1,-0.23384610487587898,0.3516779060343702,-0.36754521219929415,-0.5627478055802575,[34 55 55 64  0]
[  1 177 111  27],1,[48],1,[48],3,4,2,2,-1.3611920552244978,-0.7424343972191608,-1.0726978961881521,-0.684425565999344,[93 27 63 64  1]
[  1   0 198  31],5,[66],3,[66],1,1,0,0,-1.3248260568261552,-0.4783383240200326,-1.0726978961881521,-0.684425565999344,[34 41 85 64  1]
[  1 230   0 107],0,[73],1,[73],3,3,3,2,1.9117478006263309,-0.40288230310599615,0.18090687534759547,-0.2585534045325413,[92 21 95 64  1]
[  1 177 198 246],10,[40],3,[40],7,1,2,0,-0.3429441000709065,-1.3460825645314538,-0.6417712559727389,-0.5627478055802575,[34 61 54 64  1]
[  1 220 111  87],6,[50],2,[50],0,4,1,2,-0.9975320712410722,2.0117103661431757,-0.9159972997461836,-0.684425565999344,[93 46 66 64  4]
[  1 111 177 166],0,[40],1,[40],2,2,4,2,-0.9248000744443873,0.8421420419756078,-0.6025961068622467,-0.684425565999344,[56 21 54 64  0]
[  1 111   0  86],17,[60],0,[60],5,3,4,0,-0.27021210327422135,0.7666860210615716,-1.03352274707766,-0.684425565999344,[92 88 79 64  4]
[  1 230   0 150],1,[54],1,[54],4,3,3,1,1.9117478006263309,1.3326061779168459,1.2386359013308823,1.9924851632205582,[92 27 70 64  0]
[  1 230 177 209],10,[76],3,[76],5,2,3,0,-0.779336080851017,-0.7801624076761792,1.5912122433253115,-0.684425565999344,[56 61 98 64  0]
[  1 220 198  25],5,[15],3,[15],8,1,1,1,-0.41567609686759166,-1.3460825645314538,-0.6025961068622467,-0.5019089253707143,[34 41 22 64  1]
[  1   0   0 157],2,[39],2,[39],0,3,0,0,-1.2884600584278125,1.445790209287901,-1.0726978961881521,-0.684425565999344,[92 36 53 64  4]
[  1 111 177 184],0,[33],1,[33],5,2,4,1,-1.2884600584278125,-1.1574425122463623,-1.0726978961881521,-0.684425565999344,[56 21 45 64  1]
[  1   0   0 227],1,[5],1,[5],8,3,0,2,1.5480878166429057,1.5967022511159743,1.3169861995518666,1.0799019600774096,[92 27 11 64  0]
[  1 111 188  16],3,[28],2,[28],3,0,4,0,1.4026238230495354,1.5212462302019376,2.7272915675295826,3.1484238872018797,[33 38 38 64  0]
[  1 111 188 241],16,[12],0,[12],3,0,4,1,-0.19748010647753642,-0.025602198535812977,0.9252347084469456,1.7491296423823854,[33 77 18 64  1]
[  1   0 198 224],3,[44],2,[44],0,1,0,0,-1.0338980696394149,-1.0819864913323256,-1.0726978961881521,-0.684425565999344,[34 38 59 64  0]
[  1   0 177  43],17,[76],0,[76],2,2,0,0,1.9117478006263309,-1.2328985331603988,-1.03352274707766,-0.684425565999344,[56 88 98 64  1]
[  1 209 188 176],13,[55],2,[55],0,0,5,2,-0.0883821112825087,1.7853423034010656,0.8860595593364534,-0.6235866857898008,[33 71 71 64  1]
[  1   0 177 189],6,[26],2,[26],3,2,0,1,-0.8884340760460446,-1.3083545540744355,-0.9159972997461836,-0.684425565999344,[56 46 35 64  1]
[  1   0   0 187],12,[9],2,[9],1,3,0,0,1.1116958358627953,1.1439661256317546,0.6510086646735008,0.28899651735334775,[92 67 15 64  0]
[  1 111 188  40],3,[76],2,[76],2,0,4,0,1.1844278326594804,0.5025899478624432,-0.21084461575732566,-0.3802311649516278,[33 38 98 64  0]
[  1 230   0  38],6,[23],2,[23],4,3,3,0,-0.9248000744443873,-1.2706265436174171,-0.5242458086412625,-0.684425565999344,[92 46 30 64  1]
[  1   0 177 168],17,[20],0,[20],5,2,0,2,-1.3611920552244978,-1.119714501789344,-1.0726978961881521,-0.684425565999344,[56 88 27 64  0]
[  1 111 177  12],3,[49],2,[49],5,2,4,1,-0.8520680776477021,-1.006530470418289,0.1417317262371033,-0.684425565999344,[56 38 65 64  0]
[  1   0 177 160],5,[20],3,[20],5,2,0,2,-0.5247740920626192,-1.006530470418289,-0.9551724488566757,-0.6235866857898008,[56 41 27 64  0]
[  1 177   0 169],1,[40],1,[40],3,3,2,2,-0.27021210327422135,0.04985382237822349,1.1211104539994063,-0.5627478055802575,[92 27 54 64  1]
[  1 230 177 215],0,[12],1,[12],3,2,3,1,-0.23384610487587898,1.5967022511159743,-0.014968870204865044,-0.441070045161171,[56 21 18 64  4]
[  1 220 177 161],6,[50],2,[50],3,2,1,1,0.05708188231086139,-1.383810574988472,0.10255657712661118,0.47151315798197746,[56 46 66 64  0]
[  1 230   0 184],1,[76],1,[76],0,3,3,0,1.220793831057823,1.181694136088773,1.2778110504413744,2.1141629236396446,[92 27 98 64  0]
[  1   0 177 137],17,[12],0,[12],2,2,0,1,1.9117478006263309,-0.4783383240200326,-0.48507065953077044,-0.5019089253707143,[56 88 18 64  1]
[  1   0 177 250],16,[0],0,[0],2,2,0,0,-1.25209406002947,-0.4406103135630145,-1.0726978961881521,-0.684425565999344,[56 77  6 64  2]
[  1 177   0  17],1,[48],1,[48],3,3,2,0,0.9298658438710823,1.5212462302019376,2.0221388835407246,2.661712845525534,[92 27 63 64  0]
[  1 220   0 137],15,[40],2,[40],2,3,1,0,0.5298398614893144,-0.5915223553910877,1.0819353048889142,0.5931909184010639,[92 75 54 64  1]
[  1 111 177  61],8,[12],0,[12],2,2,4,1,-0.9975320712410722,1.2571501570028096,1.2386359013308823,-0.684425565999344,[56 50 18 64  3]
[  1 177 177 181],1,[52],1,[52],2,2,2,1,-0.30657810167256394,1.558974240658956,-1.03352274707766,-0.684425565999344,[56 27 68 64  0]
[  1 220 177 123],6,[50],2,[50],3,2,1,1,-0.0883821112825087,1.2571501570028096,-0.36754521219929415,-0.5019089253707143,[56 46 66 64  2]
[  1 220 111 141],15,[55],2,[55],7,4,1,0,-0.6702380856559894,0.5780459687764798,-0.17166946664683352,-0.684425565999344,[93 75 71 64  1]
[  1 111 188 132],11,[42],3,[42],4,0,4,1,-0.12474810968085126,-0.17651424036388633,-0.014968870204865044,0.10647987672471808,[33 65 57 64  4]
[  1 230 111 228],6,[15],2,[15],7,4,3,2,-0.41567609686759166,-1.006530470418289,-0.2891949139783098,-0.1977145243229981,[93 46 22 64  1]
[  1 111 111 190],0,[33],1,[33],7,4,4,1,-0.30657810167256394,1.068510104717718,-0.5634209577517546,-0.1368756441134549,[93 21 45 64  1]
[  1 111 198 210],16,[12],0,[12],3,1,4,2,-0.7066040840543318,-0.516066334477051,1.2386359013308823,-0.684425565999344,[34 77 18 64  2]
[  1 230   0 245],6,[76],2,[76],0,3,3,2,1.220793831057823,1.1062381151747362,1.6695625415462954,1.5666130017537556,[92 46 98 64  0]
[  1 111 198  36],8,[16],0,[16],3,1,4,2,-0.9611660728427298,0.012125811921205154,0.1417317262371033,-0.684425565999344,[34 50 23 64  0]
[  1 177 111 178],2,[9],2,[9],2,4,2,2,-0.37931009846924907,-0.3274262821919595,-0.5634209577517546,-0.2585534045325413,[93 36 15 64  0]
[  1 111 111  94],2,[2],2,[2],7,4,4,2,-1.0338980696394149,-0.9310744495042524,-1.0726978961881521,-0.684425565999344,[93 36  8 64  1]
[  1 177 177 202],1,[40],1,[40],2,2,2,1,1.5480878166429057,-0.6669783763051244,-0.5634209577517546,-0.0760367639039116,[56 27 54 64  1]
[  1   0   0 101],1,[5],1,[5],8,3,0,2,1.2935258278545076,-0.9688024599612707,-0.48507065953077044,-0.3802311649516278,[92 27 11 64  1]
[  1 111 198 125],13,[11],2,[11],3,1,4,1,-0.37931009846924907,-0.7047063867621425,1.6303873924358032,2.235840684058731,[34 71 17 64  1]
[  1   0   0 125],12,[9],2,[9],1,3,0,0,-0.3429441000709065,-0.7801624076761792,-1.03352274707766,-0.684425565999344,[92 67 15 64  1]
[  1   0 111   1],17,[20],0,[20],0,4,0,2,-0.6338720872576469,-0.2519702612779228,-0.6025961068622467,-0.0760367639039116,[93 88 27 64  0]
[  1 177 177 222],1,[67],1,[67],8,2,2,0,-0.37931009846924907,0.6535019896905165,-0.5242458086412625,-0.5019089253707143,[56 27 86 64  0]
[  1 230 111 220],0,[12],1,[12],3,4,3,1,-0.9611660728427298,-0.138786229906868,-0.21084461575732566,-0.684425565999344,[93 21 18 64  5]
[  1   0 188 218],8,[76],0,[76],2,0,0,1,1.4026238230495354,0.2762218851203335,-0.09331916842584934,-0.3193922847420846,[33 50 98 64  1]
[  1 177 111 235],0,[43],1,[43],8,4,2,1,0.05708188231086139,-1.0442584808753073,1.042760155778422,-0.6235866857898008,[93 21 58 64  3]
[  1 230   0   7],15,[32],2,[32],7,3,3,1,1.6571858118379335,-1.383810574988472,0.768534112004977,0.10647987672471808,[92 75 44 64  0]
[  1 177 177 181],6,[70],2,[70],8,2,2,1,0.9662318422694249,-1.119714501789344,-0.7592967033042152,-0.441070045161171,[56 46 90 64  1]
[  1 230 177  34],10,[46],3,[46],3,2,3,2,-0.7066040840543318,-0.629250365848106,-0.680946405083231,-0.684425565999344,[56 61 61 64  1]
[  1   0 188 133],16,[8],0,[8],4,0,0,2,0.09344788070920397,1.3703341883738642,-0.7592967033042152,-0.441070045161171,[33 77 14 64  1]
[  1 111 177 202],17,[60],0,[60],2,2,4,0,0.05708188231086139,-1.0442584808753073,0.024206278905627102,0.10647987672471808,[56 88 79 64  2]
[1 0 0 0],6,[11],2,[11],7,3,0,0,0.20254587590423168,-0.7047063867621425,1.5128619451043273,-0.6235866857898008,[92 46 17 64  1]
[  1 230   0  24],6,[7],2,[7],3,3,3,0,1.220793831057823,1.5212462302019376,0.5334832173420243,1.384096361125126,[92 46 13 64  0]
[  1 230 177  12],0,[12],1,[12],3,2,3,1,-0.5247740920626192,-1.1951705227033806,-0.9551724488566757,-0.6235866857898008,[56 21 18 64  0]
[  1 230 177  57],10,[76],3,[76],5,2,3,0,-0.8157020792493596,-0.025602198535812977,0.2200820244580876,-0.684425565999344,[56 61 98 64  1]
[  1 111 177 162],11,[5],3,[5],1,2,4,0,-0.9248000744443873,-0.10105821944984966,-0.8376470015251994,-0.684425565999344,[56 65 11 64  2]
[  1 111 177  94],13,[76],2,[76],2,2,4,1,-0.7066040840543318,-0.4783383240200326,-1.03352274707766,-0.684425565999344,[56 71 98 64  1]
[  1   0 177  29],16,[6],0,[6],0,2,0,0,-0.0883821112825087,-0.8178904181331975,-0.7592967033042152,-0.441070045161171,[56 77 12 64  1]
[  1 111 188  13],3,[76],2,[76],2,0,4,0,1.0025978406677676,0.31394989557735187,0.25925717356857975,0.10647987672471808,[33 38 98 64  2]
[  1   0   0 108],15,[7],2,[7],2,3,0,2,1.9117478006263309,-0.516066334477051,-0.680946405083231,-0.3802311649516278,[92 75 13 64  1]
[  1 220 198  96],18,[78],3,[78],0,1,1,0,1.2935258278545076,-0.9310744495042524,-0.9159972997461836,-0.5627478055802575,[ 34 100 100  64   1]
[  1 230 188  59],4,[67],3,[67],6,0,3,2,-0.5611400904609617,0.2762218851203335,1.3953364977728508,0.8365464392392368,[33 39 86 64  1]
[  1 111 111 161],15,[21],2,[21],8,4,4,2,-1.2157280616311275,-0.06333020899283132,-1.0726978961881521,-0.684425565999344,[93 75 28 64  0]
[  1   0 198   6],9,[76],3,[76],7,1,0,2,-1.1793620632327848,-1.383810574988472,-1.0726978961881521,-0.684425565999344,[34 55 98 64  0]
[  1 230 188 133],5,[70],3,[70],4,0,3,2,-0.9248000744443873,0.08758183283524183,-0.7984718524147073,-0.684425565999344,[33 41 90 64  1]
[  1 111 111 168],2,[40],2,[40],5,4,4,2,-0.5247740920626192,1.860798324315102,-0.7201215541937231,-0.441070045161171,[93 36 54 64  1]
[  1   0 111 214],12,[76],2,[76],2,4,0,0,-1.2884600584278125,0.42713392694840646,-1.0726978961881521,-0.684425565999344,[93 67 98 64  1]
[  1 177   0 163],2,[9],2,[9],2,3,2,0,1.9117478006263309,0.9930540838036812,1.0819353048889142,1.384096361125126,[92 36 15 64  0]
[  1   0 198  23],5,[56],3,[56],2,1,0,1,1.438989821447878,-0.28969827173494117,0.25925717356857975,-0.3193922847420846,[34 41 73 64  1]
[  1 220 198  29],5,[5],3,[5],4,1,1,0,-0.9248000744443873,-0.8556184285902159,-0.9943475979671678,-0.684425565999344,[34 41 11 64  2]
[  1 209 111 128],12,[39],2,[39],1,4,5,0,0.38437586789594413,-0.28969827173494117,-0.5242458086412625,-0.6235866857898008,[93 67 53 64  0]
[  1 177   0 123],1,[52],1,[52],2,3,2,0,0.49347386309097185,-0.6669783763051244,0.7293589628944851,-0.3193922847420846,[92 27 68 64  1]
[  1 220   0 103],0,[11],1,[11],8,3,1,2,-0.9975320712410722,1.181694136088773,2.100489181761709,-0.684425565999344,[92 21 17 64  0]
[  1 111 177  15],16,[12],0,[12],2,2,4,1,-0.8520680776477021,1.7476142929440475,-1.03352274707766,-0.684425565999344,[56 77 18 64  3]
[  1 111 198 125],11,[42],3,[42],4,1,4,1,-1.1793620632327848,-0.10105821944984966,-1.0726978961881521,-0.684425565999344,[34 65 57 64  2]
[  1   0 111 217],14,[20],3,[20],0,4,0,2,-0.8520680776477021,-0.629250365848106,-0.13249431753634147,-0.684425565999344,[93 72 27 64  0]
[  1 111 198   1],11,[30],3,[30],6,1,4,0,0.05708188231086139,-0.06333020899283132,0.06338142801611903,-0.441070045161171,[34 65 42 64  0]
[  1 230 177 188],7,[9],3,[9],2,2,3,1,-0.27021210327422135,-0.7424343972191608,-0.5634209577517546,-0.5019089253707143,[56 48 15 64  0]
[  1 230 111 168],0,[24],1,[24],0,4,3,0,-0.37931009846924907,0.2384938746633152,0.25925717356857975,-0.441070045161171,[93 21 31 64  2]
[  1   0 177 105],2,[76],2,[76],5,2,0,1,1.511721818244563,-0.5915223553910877,-0.9943475979671678,-0.6235866857898008,[56 36 98 64  1]
[  1 209   0 163],17,[27],0,[27],2,3,5,0,1.3298918262528503,0.42713392694840646,0.18090687534759547,0.34983539756289106,[92 88 37 64  1]
[  1   0 111 132],2,[76],2,[76],1,4,0,2,-0.8157020792493596,-1.1951705227033806,0.024206278905627102,-0.684425565999344,[93 36 98 64  2]
[ 1  0  0 36],15,[7],2,[7],2,3,0,2,-0.01565011448582375,0.5403179583194615,1.042760155778422,1.0190630798678666,[92 75 13 64  3]
[  1   0 198 202],8,[76],0,[76],2,1,0,0,-1.1066300664360997,-0.025602198535812977,-1.0726978961881521,-0.684425565999344,[34 50 98 64  1]
[  1 111 198 173],3,[76],2,[76],2,1,4,1,-0.0883821112825087,-1.383810574988472,-1.03352274707766,-0.684425565999344,[34 38 98 64  0]
[  1 230 111  52],0,[12],1,[12],3,4,3,1,-0.8884340760460446,0.8798700524326262,-0.7984718524147073,-0.684425565999344,[93 21 18 64  0]
[  1 177 177  84],10,[40],3,[40],6,2,2,2,-0.37931009846924907,-0.516066334477051,-0.8376470015251994,-0.5019089253707143,[56 61 54 64  0]
[  1 230 111  51],14,[37],3,[37],2,4,3,2,1.729917808634618,-1.383810574988472,-1.03352274707766,-0.684425565999344,[93 72 51 64  1]
[  1 230 111 189],15,[9],2,[9],1,4,3,1,1.4026238230495354,-0.3274262821919595,-0.7592967033042152,-0.441070045161171,[93 75 15 64  4]
[  1 111 198 241],11,[76],3,[76],3,1,4,1,1.6571858118379335,-0.9310744495042524,-0.328370063088802,-0.3802311649516278,[34 65 98 64  0]
[  1 111 177  10],13,[9],2,[9],6,2,4,0,0.12981387910754655,0.1630378537492785,-0.4458955104202783,-0.3802311649516278,[56 71 15 64  1]
[  1   0 111 155],6,[64],2,[64],1,4,0,1,0.20254587590423168,-0.629250365848106,-0.8376470015251994,-0.5019089253707143,[93 46 83 64  0]
[  1   0 111  73],17,[40],0,[40],6,4,0,2,0.8571338470743972,-0.629250365848106,-0.21084461575732566,0.28899651735334775,[93 88 54 64  0]
[  1 209 198  50],8,[73],0,[73],7,1,5,2,-1.2157280616311275,-1.0819864913323256,-1.0726978961881521,-0.684425565999344,[34 50 95 64  1]
[  1 230 188  26],10,[46],3,[46],6,0,3,0,1.5480878166429057,1.181694136088773,1.6303873924358032,2.4791962048969043,[33 61 61 64  0]
[  1 230 177  51],1,[76],1,[76],5,2,3,2,-0.48840809366427657,0.42713392694840646,-0.2891949139783098,-0.0760367639039116,[56 27 98 64  0]
[  1 230 198 234],5,[70],3,[70],4,1,3,2,-0.23384610487587898,-0.3651542926489778,-0.7592967033042152,-0.441070045161171,[34 41 90 64  1]
[  1 220 198  89],5,[5],3,[5],4,1,1,0,-0.16111410807919385,-1.119714501789344,-0.13249431753634147,-0.0760367639039116,[34 41 11 64  0]
[  1 111 198  65],8,[40],0,[40],6,1,4,1,1.5844538150412482,0.9175980628896445,1.6303873924358032,-0.3193922847420846,[34 50 54 64  0]
[  1 220 188 185],11,[4],3,[4],3,0,1,1,-0.9975320712410722,0.2384938746633152,1.1994607522203902,-0.684425565999344,[33 65 10 64  4]
[  1 177 177 118],18,[9],3,[9],6,2,2,2,0.12981387910754655,-0.7801624076761792,0.06338142801611903,-0.2585534045325413,[ 56 100  15  64   0]
[  1 177 188 106],10,[40],3,[40],7,0,2,2,0.3116438710992594,0.1630378537492785,-0.4458955104202783,-0.1368756441134549,[33 61 54 64  1]
[  1   0 198 128],5,[20],3,[20],8,1,0,2,1.6935518102362757,-0.138786229906868,-0.5242458086412625,-0.441070045161171,[34 41 27 64  0]
[  1 220 188 210],4,[9],3,[9],1,0,1,2,1.511721818244563,0.8044140315185899,0.25925717356857975,0.04564099651517479,[33 39 15 64  1]
[  1 220 188 192],5,[15],3,[15],8,0,1,1,-1.1429960648344424,1.2571501570028096,-1.0726978961881521,-0.684425565999344,[33 41 22 64  1]
[  1 230 177 102],0,[34],1,[34],8,2,3,0,-1.3248260568261552,-0.7047063867621425,-1.0726978961881521,-0.684425565999344,[56 21 47 64  0]
[  1   0 111  97],17,[20],0,[20],0,4,0,2,-0.5247740920626192,1.181694136088773,0.024206278905627102,0.5323520381915208,[93 88 27 64  2]
